TimeKey,TickerKey,ActionKey,Quantity,Price
T77,TK10,A1,42,133.99999999999994
T88,TK1,A1,66,135.79999999999995
T30,TK8,A2,119,139.69999999999996
T31,TK19,A2,17,132.79999999999995
T79,TK13,A1,104,126.49999999999996
T47,TK13,A2,12,121.59999999999995
T100,TK3,A2,95,123.89999999999995
T98,TK2,A1,94,116.49999999999994
T37,TK4,A1,133,123.69999999999995
T1,TK7,A1,35,128.89999999999995
T82,TK11,A1,122,128.39999999999995
T7,TK23,A2,151,121.49999999999994
T69,TK13,A2,84,116.19999999999995
T38,TK7,A1,131,114.79999999999994
T40,TK8,A1,15,108.19999999999995
T57,TK2,A1,146,116.99999999999994
T37,TK23,A2,52,112.59999999999994
T58,TK20,A1,83,121.29999999999994
T35,TK3,A2,34,114.99999999999994
T9,TK15,A2,175,105.89999999999995
T42,TK22,A2,109,109.69999999999995
T4,TK2,A1,39,108.99999999999994
T3,TK20,A1,13,104.69999999999995
T67,TK2,A2,197,100.0
T4,TK17,A1,51,109.4
T61,TK21,A2,81,104.60000000000001
T30,TK10,A1,70,100.0
T27,TK10,A2,152,100.6
T21,TK23,A1,85,103.6
T78,TK18,A1,49,100.0
T80,TK24,A1,37,106.9
T7,TK15,A1,145,111.80000000000001
T41,TK11,A2,133,117.4
T32,TK8,A2,125,127.30000000000001
T88,TK5,A1,21,124.10000000000001
T70,TK20,A2,190,129.3
T60,TK6,A2,87,127.4
T36,TK24,A2,118,125.2
T7,TK25,A2,104,128.2
T91,TK7,A2,166,129.1
T88,TK11,A2,71,124.19999999999999
T2,TK11,A2,135,131.6
T5,TK18,A2,125,136.7
T5,TK1,A1,109,126.69999999999999
T75,TK15,A2,86,117.79999999999998
T68,TK25,A2,24,108.09999999999998
T5,TK22,A1,156,100.29999999999998
T1,TK14,A1,175,100.0
T38,TK14,A2,184,100.0
T41,TK4,A2,185,100.0
T10,TK16,A1,64,109.8
T13,TK22,A1,138,102.0
T81,TK2,A2,67,104.5
T94,TK15,A2,24,112.7
T32,TK24,A1,11,115.9
T76,TK24,A1,27,122.10000000000001
T33,TK18,A2,60,112.80000000000001
T36,TK4,A2,161,112.60000000000001
T12,TK18,A2,162,116.80000000000001
T74,TK20,A1,105,122.50000000000001
T62,TK5,A2,60,116.10000000000001
T89,TK11,A2,112,116.7
T68,TK13,A1,68,115.4
T82,TK6,A1,48,106.5
T70,TK18,A2,174,108.0
T73,TK6,A1,164,100.3
T32,TK22,A2,164,104.89999999999999
T42,TK21,A2,100,100.0
T33,TK3,A1,164,101.8
T51,TK4,A2,128,102.8
T97,TK13,A2,166,108.1
T78,TK21,A1,91,100.0
T60,TK11,A1,200,100.0
T100,TK7,A1,132,105.1
T100,TK24,A1,112,101.6
T64,TK22,A2,44,111.3
T76,TK3,A1,73,103.0
T76,TK6,A2,178,100.0
T14,TK2,A2,129,100.0
T46,TK19,A1,96,100.0
T82,TK3,A2,120,100.0
T28,TK22,A2,110,100.0
T43,TK23,A1,64,109.7
T3,TK23,A1,181,114.8
T77,TK21,A1,121,117.0
T99,TK3,A1,186,107.2
T93,TK25,A1,61,104.4
T74,TK8,A2,104,112.0
T48,TK8,A1,70,109.6
T43,TK5,A2,31,111.6
T33,TK18,A1,106,108.6
T98,TK17,A1,182,107.8
T25,TK7,A1,100,108.3
T13,TK8,A2,127,117.8
T11,TK5,A2,162,114.3
T8,TK15,A2,96,112.8
T71,TK16,A2,109,111.5
T8,TK12,A1,132,105.2
T64,TK5,A2,190,106.7
T73,TK18,A2,187,113.2
T80,TK24,A1,144,109.60000000000001
T21,TK4,A2,188,115.30000000000001
T20,TK2,A2,14,106.70000000000002
T59,TK2,A2,103,100.0
T76,TK21,A2,66,100.0
T46,TK15,A1,13,100.0
T34,TK7,A2,58,102.6
T97,TK16,A2,21,110.19999999999999
T7,TK13,A1,94,118.49999999999999
T55,TK23,A2,97,120.49999999999999
T49,TK23,A2,136,117.69999999999999
T99,TK10,A1,13,121.19999999999999
T88,TK13,A2,20,124.99999999999999
T4,TK17,A1,191,115.19999999999999
T65,TK16,A1,57,121.69999999999999
T69,TK15,A1,20,124.6
T89,TK7,A2,85,119.0
T63,TK16,A1,47,122.7
T29,TK9,A1,32,130.7
T94,TK20,A1,64,133.1
T5,TK4,A2,109,123.5
T33,TK11,A2,193,115.4
T100,TK1,A1,90,106.4
T56,TK18,A1,161,113.4
T97,TK9,A2,21,103.80000000000001
T37,TK8,A2,127,108.70000000000002
T56,TK22,A1,26,111.10000000000002
T68,TK4,A1,133,118.10000000000002
T100,TK14,A1,12,110.00000000000003
T27,TK18,A1,55,117.70000000000003
T65,TK10,A2,24,114.40000000000003
T7,TK16,A1,173,122.60000000000004
T26,TK1,A1,164,122.70000000000003
T77,TK23,A1,14,115.20000000000003
T37,TK18,A2,156,111.10000000000004
T61,TK11,A2,149,112.90000000000003
T87,TK4,A2,111,120.20000000000003
T50,TK9,A2,33,117.80000000000003
T55,TK1,A1,143,109.80000000000003
T94,TK21,A2,96,116.90000000000002
T70,TK25,A2,148,118.40000000000002
T7,TK22,A2,106,119.30000000000003
T94,TK4,A1,23,109.90000000000002
T28,TK13,A1,71,115.70000000000002
T88,TK14,A1,124,108.90000000000002
T9,TK18,A2,183,114.60000000000002
T24,TK4,A2,169,110.30000000000003
T15,TK8,A2,110,117.00000000000003
T4,TK13,A2,147,113.80000000000003
T38,TK24,A1,138,105.40000000000002
T87,TK1,A1,96,111.80000000000003
T82,TK14,A2,168,107.50000000000003
T54,TK10,A2,195,109.20000000000003
T31,TK3,A1,82,110.70000000000003
T60,TK24,A2,35,105.90000000000003
T19,TK8,A2,69,113.80000000000004
T66,TK15,A2,15,112.90000000000003
T32,TK14,A1,120,109.50000000000003
T22,TK19,A1,11,107.50000000000003
T67,TK8,A1,99,103.30000000000003
T100,TK10,A1,112,100.0
T8,TK15,A2,160,109.6
T62,TK22,A2,158,107.5
T7,TK13,A2,22,104.1
T45,TK14,A2,167,100.0
T24,TK11,A2,12,100.0
T93,TK21,A2,102,100.0
T27,TK20,A2,135,106.1
T22,TK1,A1,48,103.1
T14,TK15,A1,99,100.0
T48,TK20,A2,183,100.0
T100,TK12,A1,188,106.1
T8,TK7,A2,153,100.0
T70,TK22,A1,191,109.2
T47,TK2,A2,45,101.7
T46,TK15,A1,50,106.10000000000001
T13,TK1,A2,81,108.9
T26,TK18,A1,138,100.10000000000001
T46,TK14,A1,29,106.4
T53,TK18,A1,79,101.4
T7,TK19,A1,165,100.0
T38,TK6,A1,83,104.7
T31,TK10,A2,44,102.2
T97,TK15,A2,115,103.4
T30,TK25,A1,190,100.2
T61,TK23,A1,102,100.0
T29,TK9,A1,115,100.0
T24,TK1,A2,146,100.0
T95,TK15,A1,164,102.1
T42,TK6,A1,31,105.3
T7,TK14,A2,18,106.7
T87,TK9,A2,134,100.0
T45,TK16,A1,113,100.0
T18,TK22,A1,26,100.0
T7,TK22,A2,41,100.0
T30,TK6,A1,161,100.0
T9,TK16,A1,104,100.0
T16,TK25,A2,72,100.0
T93,TK9,A2,135,100.0
T16,TK18,A2,104,100.0
T86,TK3,A2,172,100.0
T61,TK22,A1,42,100.0
T56,TK20,A1,167,105.1
T34,TK17,A2,69,113.5
T2,TK23,A1,114,120.2
T79,TK6,A1,26,124.9
T36,TK18,A1,161,131.0
T34,TK14,A1,168,128.0
T23,TK6,A2,29,131.0
T81,TK1,A2,33,139.6
T8,TK1,A1,142,145.0
T46,TK1,A2,138,136.9
T78,TK11,A2,134,131.1
T91,TK2,A2,97,124.0
T12,TK15,A2,28,125.9
T86,TK24,A2,172,127.7
T12,TK14,A2,152,123.7
T73,TK8,A1,78,122.10000000000001
T95,TK15,A1,24,125.2
T92,TK13,A2,49,132.8
T83,TK19,A2,83,141.9
T60,TK5,A2,82,149.9
T92,TK22,A2,74,151.8
T58,TK12,A2,45,157.10000000000002
T5,TK14,A2,153,155.00000000000003
T42,TK20,A1,87,156.90000000000003
T51,TK16,A1,132,158.00000000000003
T100,TK7,A1,163,156.80000000000004
T2,TK24,A1,33,162.00000000000003
T46,TK23,A2,170,168.40000000000003
T41,TK21,A1,185,172.90000000000003
T64,TK18,A2,36,171.30000000000004
T46,TK20,A2,67,180.10000000000005
T97,TK20,A2,110,172.70000000000005
T87,TK22,A2,190,175.60000000000005
T77,TK1,A2,181,178.10000000000005
T25,TK18,A1,181,186.50000000000006
T38,TK21,A2,131,180.60000000000005
T12,TK1,A2,200,173.40000000000006
T18,TK10,A1,185,180.30000000000007
T49,TK21,A1,84,174.70000000000007
T70,TK1,A1,197,169.90000000000006
T21,TK25,A2,49,160.60000000000005
T32,TK10,A1,15,157.00000000000006
T87,TK5,A1,28,151.70000000000005
T2,TK15,A2,22,159.50000000000006
T64,TK24,A2,26,149.60000000000005
T60,TK6,A2,153,151.20000000000005
T49,TK6,A1,65,154.20000000000005
T99,TK23,A1,154,155.00000000000006
T12,TK8,A2,170,155.20000000000005
T61,TK14,A2,74,152.90000000000003
T88,TK11,A1,65,146.40000000000003
T59,TK19,A1,124,144.90000000000003
T17,TK22,A2,60,147.00000000000003
T27,TK16,A1,161,137.40000000000003
T16,TK11,A1,59,136.90000000000003
T71,TK17,A2,27,134.40000000000003
T14,TK3,A2,158,141.30000000000004
T69,TK25,A2,131,150.10000000000005
T71,TK15,A2,152,152.80000000000004
T51,TK6,A1,161,153.00000000000003
T77,TK9,A2,149,158.00000000000003
T47,TK12,A2,152,150.20000000000002
T9,TK18,A1,111,153.50000000000003
T13,TK15,A1,62,150.80000000000004
T20,TK8,A1,58,157.20000000000005
T46,TK7,A1,70,164.60000000000005
T27,TK17,A1,53,168.50000000000006
T81,TK5,A1,158,160.80000000000007
T80,TK2,A1,39,163.70000000000007
T69,TK4,A2,177,155.50000000000009
T85,TK5,A1,151,162.4000000000001
T64,TK16,A1,80,169.00000000000009
T45,TK21,A1,156,173.50000000000009
T35,TK18,A2,118,164.10000000000008
T80,TK25,A1,44,171.80000000000007
T60,TK7,A2,57,170.40000000000006
T95,TK13,A2,21,165.00000000000006
T95,TK15,A1,88,165.00000000000006
T14,TK25,A1,145,171.80000000000007
T77,TK4,A2,113,168.80000000000007
T24,TK1,A1,93,159.20000000000007
T70,TK23,A2,54,161.30000000000007
T12,TK10,A2,141,153.80000000000007
T96,TK14,A1,89,147.00000000000006
T84,TK11,A2,60,141.10000000000005
T32,TK2,A1,194,139.30000000000004
T93,TK4,A1,118,137.50000000000003
T68,TK2,A2,74,130.60000000000002
T37,TK23,A1,68,127.10000000000002
T50,TK15,A2,169,121.10000000000002
T2,TK19,A2,188,115.80000000000003
T79,TK11,A1,104,125.60000000000002
T26,TK8,A1,101,119.00000000000003
T97,TK4,A2,13,117.60000000000002
T94,TK8,A2,112,116.90000000000002
T36,TK17,A1,192,125.40000000000002
T97,TK6,A1,94,129.10000000000002
T57,TK23,A1,181,137.60000000000002
T46,TK11,A2,156,130.90000000000003
T2,TK13,A1,80,135.60000000000002
T92,TK16,A1,111,138.70000000000002
T65,TK5,A1,132,147.20000000000002
T31,TK7,A2,103,139.8
T42,TK2,A2,36,134.20000000000002
T7,TK21,A2,135,130.70000000000002
T33,TK1,A1,163,130.10000000000002
T36,TK22,A2,21,135.40000000000003
T36,TK21,A1,93,126.10000000000004
T27,TK2,A2,14,134.80000000000004
T21,TK14,A2,113,132.50000000000003
T98,TK6,A1,174,128.80000000000004
T32,TK18,A2,136,133.50000000000003
T17,TK4,A2,184,139.50000000000003
T90,TK3,A2,162,138.40000000000003
T27,TK7,A1,104,144.30000000000004
T15,TK21,A2,51,153.60000000000005
T82,TK8,A2,38,151.70000000000005
T61,TK11,A2,33,142.80000000000004
T23,TK15,A1,102,135.70000000000005
T5,TK21,A2,154,126.60000000000005
T14,TK16,A2,173,117.80000000000005
T2,TK22,A2,129,109.60000000000005
T12,TK12,A1,26,107.00000000000006
T69,TK10,A2,121,104.30000000000005
T50,TK22,A1,20,111.20000000000006
T78,TK14,A1,19,102.30000000000005
T96,TK6,A2,144,100.0
T34,TK14,A2,158,108.1
T21,TK14,A2,39,114.1
T82,TK20,A1,179,111.69999999999999
T67,TK16,A1,66,106.69999999999999
T20,TK22,A2,85,108.29999999999998
T41,TK2,A2,12,107.89999999999998
T56,TK8,A1,66,117.89999999999998
T42,TK18,A1,198,108.19999999999997
T22,TK13,A2,85,114.19999999999997
T34,TK2,A2,114,114.09999999999998
T48,TK4,A2,179,117.79999999999998
T57,TK6,A1,15,116.09999999999998
T74,TK3,A1,129,119.69999999999997
T99,TK24,A1,65,126.59999999999998
T16,TK23,A2,124,120.29999999999998
T6,TK6,A2,85,119.89999999999998
T49,TK9,A2,148,120.29999999999998
T56,TK22,A2,171,111.19999999999999
T63,TK25,A2,186,118.79999999999998
T73,TK12,A1,53,113.69999999999999
T26,TK20,A2,163,106.89999999999999
T10,TK12,A1,81,110.89999999999999
T44,TK10,A1,120,109.6
T55,TK8,A1,115,119.0
T88,TK10,A1,125,110.7
T20,TK2,A2,137,109.60000000000001
T28,TK11,A1,138,118.7
T44,TK4,A2,34,111.10000000000001
T15,TK18,A2,158,120.80000000000001
T10,TK15,A2,152,121.4
T3,TK5,A1,122,129.8
T66,TK6,A1,196,124.9
T56,TK16,A1,89,121.9
T36,TK19,A1,49,112.7
T37,TK15,A2,116,119.9
T94,TK1,A1,199,111.60000000000001
T83,TK20,A2,39,117.50000000000001
T17,TK4,A1,68,121.30000000000001
T26,TK13,A2,65,120.00000000000001
T61,TK22,A2,129,123.70000000000002
T53,TK14,A2,143,113.70000000000002
T99,TK3,A2,187,119.20000000000002
T69,TK20,A2,17,123.50000000000001
T68,TK17,A1,90,119.00000000000001
T90,TK17,A1,173,124.00000000000001
T8,TK22,A2,18,120.60000000000001
T26,TK10,A2,155,114.00000000000001
T54,TK8,A1,101,116.30000000000001
T39,TK2,A1,91,118.70000000000002
T76,TK9,A1,17,123.60000000000002
T42,TK2,A1,24,118.20000000000002
T84,TK17,A1,191,110.50000000000001
T79,TK17,A1,99,112.60000000000001
T34,TK11,A2,23,103.2
T67,TK6,A1,68,111.7
T27,TK16,A2,80,117.10000000000001
T85,TK3,A2,83,120.4
T73,TK24,A2,49,113.60000000000001
T5,TK15,A1,18,122.00000000000001
T86,TK17,A1,191,128.70000000000002
T26,TK16,A2,36,129.4
T89,TK12,A2,146,132.8
T3,TK12,A2,46,127.80000000000001
T11,TK21,A2,190,125.60000000000001
T98,TK3,A1,125,118.2
T52,TK4,A2,39,109.8
T65,TK12,A2,101,110.7
T36,TK15,A2,141,109.5
T56,TK14,A1,40,119.3
T25,TK3,A2,94,118.0
T41,TK4,A1,108,115.8
T21,TK25,A2,29,123.89999999999999
T37,TK20,A2,108,129.5
T91,TK14,A1,142,124.0
T38,TK25,A2,145,117.8
T25,TK14,A2,10,125.7
T9,TK14,A1,94,131.9
T96,TK13,A2,183,132.8
T11,TK5,A1,32,130.0
T25,TK5,A2,149,120.7
T52,TK2,A1,198,123.0
T66,TK10,A2,116,117.3
T22,TK16,A2,195,112.89999999999999
T23,TK16,A1,106,114.6
T96,TK4,A1,27,115.89999999999999
T56,TK6,A2,51,115.8
T36,TK5,A2,40,116.8
T100,TK25,A1,198,116.89999999999999
T25,TK25,A2,107,123.6
T65,TK21,A1,16,122.6
T94,TK23,A2,78,119.89999999999999
T74,TK10,A2,112,117.99999999999999
T98,TK21,A1,199,126.99999999999999
T3,TK13,A2,14,130.2
T30,TK16,A1,88,122.49999999999999
T40,TK18,A1,96,126.29999999999998
T66,TK3,A1,64,124.19999999999999
T34,TK20,A2,176,129.29999999999998
T71,TK13,A1,64,134.29999999999998
T100,TK1,A1,129,136.79999999999998
T55,TK5,A1,153,127.29999999999998
T30,TK17,A1,100,129.2
T97,TK7,A1,113,119.29999999999998
T91,TK13,A2,15,114.29999999999998
T79,TK17,A1,137,106.69999999999999
T70,TK20,A2,45,105.1
T99,TK12,A1,181,104.69999999999999
T98,TK25,A2,125,102.49999999999999
T10,TK10,A2,171,106.09999999999998
T17,TK15,A1,24,115.89999999999998
T16,TK4,A1,125,115.99999999999997
T22,TK16,A1,60,113.99999999999997
T25,TK18,A1,142,117.79999999999997
T100,TK24,A2,39,112.39999999999996
T90,TK13,A1,95,107.89999999999996
T73,TK8,A1,127,104.99999999999996
T86,TK12,A2,52,114.49999999999996
T8,TK19,A1,10,108.89999999999996
T68,TK6,A2,107,108.79999999999997
T63,TK6,A2,40,100.0
T50,TK25,A2,188,100.0
T47,TK9,A2,81,100.0
T78,TK9,A1,100,107.4
T11,TK9,A1,121,100.9
T87,TK14,A2,191,100.0
T70,TK9,A1,42,100.0
T84,TK1,A1,27,105.5
T31,TK18,A2,68,103.5
T51,TK12,A1,53,110.6
T97,TK20,A1,188,115.6
T10,TK2,A1,133,107.1
T1,TK5,A1,169,102.89999999999999
T80,TK8,A2,67,100.0
T59,TK19,A1,188,103.9
T34,TK2,A2,73,105.9
T45,TK9,A2,71,100.0
T2,TK18,A2,176,107.4
T74,TK21,A1,65,110.30000000000001
T94,TK4,A1,66,104.20000000000002
T40,TK22,A1,91,110.50000000000001
T97,TK15,A1,164,116.00000000000001
T14,TK18,A1,106,116.50000000000001
T96,TK5,A1,62,121.60000000000001
T14,TK14,A1,17,125.2
T93,TK17,A1,48,117.10000000000001
T85,TK23,A2,161,114.00000000000001
T100,TK9,A1,123,108.10000000000001
T24,TK2,A2,155,108.2
T63,TK19,A1,153,106.7
T47,TK21,A2,32,108.60000000000001
T95,TK10,A2,131,108.60000000000001
T53,TK23,A1,13,114.60000000000001
T75,TK11,A1,22,117.60000000000001
T26,TK12,A1,57,114.60000000000001
T71,TK21,A2,155,124.60000000000001
T42,TK21,A1,171,128.70000000000002
T62,TK9,A1,107,126.90000000000002
T77,TK19,A2,19,132.00000000000003
T2,TK23,A2,183,128.90000000000003
T13,TK19,A2,49,124.30000000000004
T85,TK18,A2,72,130.90000000000003
T31,TK3,A2,196,132.30000000000004
T23,TK17,A1,147,141.60000000000005
T74,TK14,A1,103,135.60000000000005
T83,TK21,A2,195,142.70000000000005
T80,TK16,A2,136,149.20000000000005
T57,TK17,A1,143,143.40000000000003
T52,TK19,A2,176,147.30000000000004
T20,TK8,A2,191,150.30000000000004
T41,TK12,A1,175,154.70000000000005
T49,TK19,A1,46,151.80000000000004
T64,TK11,A1,105,145.30000000000004
T13,TK15,A2,144,151.00000000000003
T56,TK12,A2,35,144.80000000000004
T82,TK8,A1,58,144.90000000000003
T47,TK11,A2,198,152.70000000000005
T57,TK9,A2,52,156.20000000000005
T29,TK7,A2,99,152.10000000000005
T35,TK24,A2,192,160.90000000000006
T97,TK24,A2,77,150.90000000000006
T6,TK1,A2,97,146.00000000000006
T30,TK21,A1,171,137.00000000000006
T66,TK11,A1,67,131.70000000000005
T22,TK16,A1,71,127.30000000000004
T85,TK12,A2,86,121.90000000000003
T65,TK1,A2,175,122.80000000000004
T52,TK14,A2,64,122.70000000000005
T41,TK16,A2,118,119.80000000000004
T81,TK11,A1,58,129.70000000000005
T22,TK23,A1,75,128.10000000000005
T28,TK6,A2,19,120.80000000000005
T66,TK24,A1,78,117.20000000000006
T50,TK6,A2,111,121.60000000000007
T13,TK10,A1,186,118.30000000000007
T3,TK11,A1,98,119.90000000000006
T24,TK14,A2,21,113.70000000000006
T36,TK4,A2,104,121.50000000000006
T83,TK19,A1,103,124.00000000000006
T16,TK1,A2,80,121.00000000000006
T67,TK23,A2,106,115.80000000000005
T3,TK23,A1,32,125.40000000000005
T68,TK24,A1,21,134.90000000000003
T82,TK12,A2,106,133.50000000000003
T57,TK15,A2,196,140.90000000000003
T51,TK3,A2,125,138.50000000000003
T18,TK2,A2,64,135.10000000000002
T57,TK14,A2,67,136.50000000000003
T30,TK7,A2,29,142.90000000000003
T40,TK22,A2,92,143.80000000000004
T71,TK6,A2,159,152.20000000000005
T47,TK7,A1,151,157.50000000000006
T25,TK18,A2,180,149.50000000000006
T22,TK15,A2,34,156.60000000000005
T48,TK24,A2,13,162.20000000000005
T90,TK19,A1,153,157.90000000000003
T96,TK12,A1,73,149.80000000000004
T71,TK23,A1,193,141.80000000000004
T65,TK20,A2,138,137.80000000000004
T1,TK17,A1,169,137.60000000000005
T50,TK13,A1,185,142.10000000000005
T95,TK21,A1,137,145.60000000000005
T30,TK8,A1,50,145.50000000000006
T37,TK25,A2,78,149.10000000000005
T39,TK9,A1,73,149.00000000000006
T99,TK13,A1,174,142.20000000000005
T89,TK16,A2,147,143.30000000000004
T99,TK7,A1,33,151.30000000000004
T64,TK19,A1,159,142.30000000000004
T78,TK13,A2,32,151.10000000000005
T87,TK14,A2,146,146.80000000000004
T61,TK4,A2,167,150.20000000000005
T4,TK11,A1,126,143.40000000000003
T76,TK23,A2,85,144.90000000000003
T5,TK2,A1,70,144.50000000000003
T90,TK25,A1,98,147.30000000000004
T97,TK23,A2,51,148.50000000000003
T45,TK18,A1,90,141.30000000000004
T87,TK22,A1,133,139.20000000000005
T8,TK18,A1,175,133.00000000000006
T36,TK2,A1,75,134.70000000000005
T81,TK7,A1,159,134.60000000000005
T30,TK3,A1,167,134.90000000000006
T3,TK1,A2,101,130.30000000000007
T61,TK21,A2,54,132.60000000000008
T71,TK14,A1,166,132.00000000000009
T10,TK6,A2,166,128.8000000000001
T71,TK14,A2,99,132.50000000000009
T75,TK6,A2,28,127.70000000000009
T29,TK5,A1,156,131.60000000000008
T24,TK6,A2,121,128.70000000000007
T34,TK21,A2,120,134.30000000000007
T51,TK14,A1,174,126.60000000000007
T66,TK2,A1,131,126.10000000000007
T12,TK21,A1,144,130.40000000000006
T25,TK13,A2,196,123.30000000000007
T46,TK12,A2,160,117.50000000000007
T86,TK16,A1,19,117.20000000000007
T67,TK13,A2,94,111.00000000000007
T34,TK17,A2,71,116.60000000000007
T52,TK21,A1,105,111.40000000000006
T4,TK13,A2,48,104.20000000000006
T21,TK24,A1,126,104.60000000000007
T75,TK13,A1,170,106.20000000000006
T81,TK1,A1,179,100.0
T11,TK14,A1,23,100.0
T47,TK10,A2,80,102.1
T72,TK15,A1,16,100.69999999999999
T57,TK10,A2,111,108.69999999999999
T56,TK4,A1,80,103.19999999999999
T32,TK2,A2,127,107.19999999999999
T46,TK9,A1,98,100.0
T6,TK18,A1,41,106.7
T64,TK20,A2,73,102.2
T59,TK12,A1,21,101.4
T67,TK23,A2,161,100.2
T96,TK15,A2,59,100.0
T39,TK14,A2,147,100.0
T43,TK1,A1,22,107.9
T67,TK13,A2,153,113.4
T66,TK25,A2,110,103.60000000000001
T62,TK9,A1,158,112.10000000000001
T80,TK12,A1,149,107.4
T5,TK19,A2,29,100.0
T12,TK24,A2,144,100.0
T11,TK15,A2,116,100.0
T57,TK21,A2,176,103.0
T48,TK1,A1,38,100.2
T13,TK5,A1,111,100.0
T3,TK17,A2,101,105.0
T68,TK19,A1,189,100.7
T87,TK10,A2,173,105.5
T7,TK11,A1,50,100.0
T47,TK10,A1,179,102.4
T85,TK25,A2,79,108.7
T75,TK3,A1,23,100.9
T41,TK12,A2,162,109.9
T47,TK14,A1,53,100.4
T82,TK24,A1,85,100.0
T55,TK11,A2,109,100.0
T44,TK14,A1,11,100.0
T36,TK6,A2,166,103.5
T3,TK2,A1,12,110.1
T96,TK8,A1,170,106.89999999999999
T54,TK14,A2,21,106.99999999999999
T2,TK22,A1,77,105.59999999999998
T98,TK12,A1,92,102.99999999999999
T74,TK6,A2,152,104.59999999999998
T19,TK16,A2,60,104.79999999999998
T88,TK4,A2,111,104.19999999999999
T57,TK12,A1,60,102.89999999999999
T55,TK12,A1,120,100.0
T13,TK2,A2,65,108.7
T35,TK3,A2,17,113.5
T59,TK6,A2,127,115.2
T87,TK7,A1,132,122.60000000000001
T100,TK15,A2,42,120.10000000000001
T81,TK14,A2,42,126.80000000000001
T9,TK19,A1,46,133.20000000000002
T83,TK14,A1,194,142.60000000000002
T1,TK1,A2,169,140.20000000000002
T71,TK21,A2,156,133.60000000000002
T30,TK15,A1,122,128.40000000000003
T98,TK8,A2,129,136.60000000000002
T33,TK16,A1,58,134.3
T37,TK12,A2,42,127.9
T33,TK3,A1,36,122.7
T14,TK5,A2,143,125.0
T90,TK9,A2,16,119.4
T20,TK17,A1,179,110.5
T23,TK19,A2,137,109.2
T16,TK3,A1,93,110.2
T66,TK5,A2,14,100.5
T2,TK10,A2,40,109.6
T86,TK10,A1,121,114.19999999999999
T10,TK11,A1,129,104.19999999999999
T86,TK25,A1,183,101.29999999999998
T42,TK13,A2,104,100.29999999999998
T46,TK8,A1,155,100.0
T10,TK16,A2,156,100.0
T21,TK17,A1,197,102.4
T15,TK18,A1,61,100.0
T65,TK15,A2,62,100.0
T90,TK22,A2,27,104.6
T40,TK11,A1,165,103.39999999999999
T81,TK14,A2,43,100.0
T48,TK22,A2,29,104.9
T5,TK2,A2,68,105.9
T55,TK16,A2,169,103.60000000000001
T99,TK8,A2,125,100.0
T89,TK21,A2,21,100.0
T57,TK23,A2,66,100.0
T51,TK7,A2,177,101.6
T89,TK1,A1,65,103.89999999999999
T37,TK18,A1,116,112.69999999999999
T58,TK14,A2,188,118.99999999999999
T31,TK21,A2,10,110.89999999999999
T79,TK18,A1,86,104.39999999999999
T53,TK19,A1,21,103.8
T57,TK7,A1,99,110.7
